"eid";"pincode";"location";"area";"target_cost_per_sqft";"stage";"subcat_id";"subcat_name";"SUM(ed.qty)"
"3494";"690573";"S_V_Market_";"1800";"1100.00";"Yet_to_start";"317";"Tata_Steel";"53.00"
"3495";"670307";"Payyanur_";"4200";"1857.00";NULL;"115";"Cement";"1800.00"
"3495";"670307";"Payyanur_";"4200";"1857.00";NULL;"152";"Electrical_Wires_and_Cables";"5.00"
"3495";"670307";"Payyanur_";"4200";"1857.00";NULL;"153";"Electrical_Switches__Sockets_and_Plugs";"27.00"
"3495";"670307";"Payyanur_";"4200";"1857.00";NULL;"249";"Lamps_";"10.00"
"3495";"670307";"Payyanur_";"4200";"1857.00";NULL;"252";"Fans";"14.00"
"3495";"670307";"Payyanur_";"4200";"1857.00";NULL;"256";"Pavers";"4700.00"
"3495";"670307";"Payyanur_";"4200";"1857.00";NULL;"270";"Chandelier_Lights__Designer_Lamps_and_Fixtures";"8.00"
"3495";"670307";"Payyanur_";"4200";"1857.00";NULL;"300";"Wall_and_Roof_Paints";"20.00"
"3495";"670307";"Payyanur_";"4200";"1857.00";NULL;"301";"Granites_and_Marbles";"1200.00"
"3496";"670107";"Perundattil_";"715";"210.00";NULL;;;"175.00"
"3496";"670107";"Perundattil_";"715";"210.00";NULL;"115";"Cement";"165.00"
"3496";"670107";"Perundattil_";"715";"210.00";NULL;"117";"Sand_and_Fine_Aggregates";"100.00"
"3496";"670107";"Perundattil_";"715";"210.00";NULL;"123";"Tiles_-_Vitrified";"500.00"
"3496";"670107";"Perundattil_";"715";"210.00";NULL;"300";"Wall_and_Roof_Paints";"130.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"115";"Cement";"560.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"116";"Rebars_and_Binding_Wires";"5590.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"117";"Sand_and_Fine_Aggregates";"2236.34"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"119";"Bricks";"2150.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"123";"Tiles_-_Vitrified";"1050.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"124";"Tiles_-_Ceramic";"71.66"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"135";"White_Cements_and_Putty";"150.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"137";"Wall_Tiles";"290.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"152";"Electrical_Wires_and_Cables";"20.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"153";"Electrical_Switches__Sockets_and_Plugs";"73.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"158";"Wash_Basins_and_Pedestals";"4.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"160";"WCs__Flushing_and_Accessories";"9.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"161";"Shower_and_Shower_Accessories";"3.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"166";"Other_Bathroom_Fittings";"6.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"168";"Kitchen_Sinks";"1.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"169";"Kitchen_Taps";"1.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"228";"PVC_and_Other_Pipes";"205.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"234";"Water_Tanks_and_Storage";"1.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"236";"Pumps";"1.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"249";"Lamps_";"36.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"252";"Fans";"9.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"253";"Coarse_Aggregates_and_Boulders";"1890.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"258";"Cover_Plates_and_Mounting_Frames";"42.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"259";"Boxes";"32.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"262";"Electrical_Conduits";"195.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"268";"Pipe_Fittings";"95.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"273";"Electrical_Conduit_Fittings";"62.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"300";"Wall_and_Roof_Paints";"90.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"306";"Allied_Products";"4.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"307";"Bathroom_Accessories";"7.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"308";"Valves";"9.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"309";"MCBs_and_Other_Protection_Devices";"12.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"310";"Distribution_Boards_and_Enclosures";"1.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"311";"Common_Consumables";"170.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"312";"Electrical_Consumables";"20.00"
"3497";"673010";"Karuvasseri_";"1398";"840.00";"Yet_to_start";"323";"Plumbing_Consumables";"1.00"
"3498";"673008";"Calicut_Medical_College_";"1000";"0.00";"Final";"215";"Roofing_Sheets";"640.00"
"3498";"673008";"Calicut_Medical_College_";"1000";"0.00";"Final";"217";"Roofing_Tiles_and_Shingles";"640.00"
"3499";"686102";"Perunna_";"2200";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"4800.00"
"3500";"695542";"Aryanad_";"1800";"1200.00";NULL;"115";"Cement";"1000.00"
"3500";"695542";"Aryanad_";"1800";"1200.00";NULL;"116";"Rebars_and_Binding_Wires";"16000.00"
"3500";"695542";"Aryanad_";"1800";"1200.00";NULL;"117";"Sand_and_Fine_Aggregates";"2000.00"
"3500";"695542";"Aryanad_";"1800";"1200.00";NULL;"119";"Bricks";"22000.00"
"3500";"695542";"Aryanad_";"1800";"1200.00";NULL;"152";"Electrical_Wires_and_Cables";"7.00"
"3500";"695542";"Aryanad_";"1800";"1200.00";NULL;"158";"Wash_Basins_and_Pedestals";"4.00"
"3500";"695542";"Aryanad_";"1800";"1200.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"1000.00"
"3500";"695542";"Aryanad_";"1800";"1200.00";NULL;"262";"Electrical_Conduits";"10.00"
"3501";"695607";"Aliyadu_";"2050";"1800.00";NULL;"119";"Bricks";"5000.00"
"3501";"695607";"Aliyadu_";"2050";"1800.00";NULL;"317";"Tata_Steel";"100.00"
"3502";"683102";"Union_Christian_College_";"1800";"0.00";NULL;"153";"Electrical_Switches__Sockets_and_Plugs";"1.00"
"3503";"680667";"Anapuzha_";"2000";"0.00";NULL;"115";"Cement";"0.00"
"3504";"682305";"Thiruvamkulam_";"1220";"1180.00";NULL;"115";"Cement";"500.00"
"3504";"682305";"Thiruvamkulam_";"1220";"1180.00";NULL;"116";"Rebars_and_Binding_Wires";"10000.00"
"3504";"682305";"Thiruvamkulam_";"1220";"1180.00";NULL;"117";"Sand_and_Fine_Aggregates";"4000.00"
"3505";"676504";"Kodur-malabar_";"2000";"0.00";NULL;"281";"Doors";"1.00"
"3507";"676303";"Parpanangadi_";"3000";"400.00";NULL;NULL;NULL;"1.00"
"3507";"676303";"Parpanangadi_";"3000";"400.00";NULL;"115";"Cement";"400.00"
"3508";"682019";"Vyttila_";"2550";"312.00";NULL;"115";"Cement";"120.00"
"3509";"676505";"Malappuram_";"58000";"150.00";"MEP";"228";"PVC_and_Other_Pipes";"805.00"
"3509";"676505";"Malappuram_";"58000";"150.00";"MEP";"268";"Pipe_Fittings";"1103.00"
"3509";"676505";"Malappuram_";"58000";"150.00";"MEP";"305";"Plumbing_Valves_and_Accessories";"13.00"
"3509";"676505";"Malappuram_";"58000";"150.00";"MEP";"311";"Common_Consumables";"1088.00"
"3509";"676505";"Malappuram_";"58000";"150.00";"MEP";"323";"Plumbing_Consumables";"20.00"
"3510";"679329";"Nilambur_";"2300";"200.00";NULL;"135";"White_Cements_and_Putty";"6.00"
"3510";"679329";"Nilambur_";"2300";"200.00";NULL;"267";"Mirrors";"1.00"
"3510";"679329";"Nilambur_";"2300";"200.00";NULL;"281";"Doors";"2.00"
"3511";"673001";"Calicut_";"1500";"1000.00";NULL;"115";"Cement";"50.00"
"3511";"673001";"Calicut_";"1500";"1000.00";NULL;"116";"Rebars_and_Binding_Wires";"6050.00"
"3511";"673001";"Calicut_";"1500";"1000.00";NULL;"117";"Sand_and_Fine_Aggregates";"2400.00"
"3511";"673001";"Calicut_";"1500";"1000.00";NULL;"119";"Bricks";"3333.00"
"3511";"673001";"Calicut_";"1500";"1000.00";NULL;"123";"Tiles_-_Vitrified";"250.00"
"3511";"673001";"Calicut_";"1500";"1000.00";NULL;"160";"WCs__Flushing_and_Accessories";"4.00"
"3511";"673001";"Calicut_";"1500";"1000.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"2025.00"
"3512";"686652";"Melukavumattom_";"3000";"0.00";NULL;"123";"Tiles_-_Vitrified";"180.95"
"3512";"686652";"Melukavumattom_";"3000";"0.00";NULL;"234";"Water_Tanks_and_Storage";"1.00"
"3513";"680724";"Kuttikkad_";"2432";"2000.00";NULL;"115";"Cement";"50.00"
"3513";"680724";"Kuttikkad_";"2432";"2000.00";NULL;"116";"Rebars_and_Binding_Wires";"500.00"
"3513";"680724";"Kuttikkad_";"2432";"2000.00";NULL;"117";"Sand_and_Fine_Aggregates";"35.00"
"3513";"680724";"Kuttikkad_";"2432";"2000.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"35.00"
"3515";"695564";"Karakulam_";"900";"0.00";NULL;"115";"Cement";"0.00"
"3515";"695564";"Karakulam_";"900";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"20.00"
"3515";"695564";"Karakulam_";"900";"0.00";NULL;"123";"Tiles_-_Vitrified";"310.40"
"3516";"670592";"Chekkikulam_";"500";"0.00";NULL;"124";"Tiles_-_Ceramic";"465.60"
"3517";"680121";"Irinjalakuda_";"2000";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"1000.00"
"3517";"680121";"Irinjalakuda_";"2000";"0.00";NULL;"152";"Electrical_Wires_and_Cables";"56.00"
"3517";"680121";"Irinjalakuda_";"2000";"0.00";NULL;"158";"Wash_Basins_and_Pedestals";"5.00"
"3517";"680121";"Irinjalakuda_";"2000";"0.00";NULL;"159";"Faucets";"5.00"
"3517";"680121";"Irinjalakuda_";"2000";"0.00";NULL;"160";"WCs__Flushing_and_Accessories";"4.00"
"3517";"680121";"Irinjalakuda_";"2000";"0.00";NULL;"161";"Shower_and_Shower_Accessories";"13.00"
"3517";"680121";"Irinjalakuda_";"2000";"0.00";NULL;"162";"Urinals_and_Bidets";"2.00"
"3517";"680121";"Irinjalakuda_";"2000";"0.00";NULL;"163";"Bathtubs__Hot_Tubs__Trays_and_Pools";"1.00"
"3517";"680121";"Irinjalakuda_";"2000";"0.00";NULL;"164";"Basin_and_Bathroom_Cabinets";"2.00"
"3517";"680121";"Irinjalakuda_";"2000";"0.00";NULL;"166";"Other_Bathroom_Fittings";"4.00"
"3517";"680121";"Irinjalakuda_";"2000";"0.00";NULL;"316";"Shower_Panels";"2.00"
"3517";"680121";"Irinjalakuda_";"2000";"0.00";NULL;"317";"Tata_Steel";"2000.00"
"3518";"673580";"Kotancheri-tamaracheri_";"500";"0.00";NULL;"115";"Cement";"300.00"
"3518";"673580";"Kotancheri-tamaracheri_";"500";"0.00";NULL;"119";"Bricks";"950.00"
"3518";"673580";"Kotancheri-tamaracheri_";"500";"0.00";NULL;"123";"Tiles_-_Vitrified";"43.07"
"3518";"673580";"Kotancheri-tamaracheri_";"500";"0.00";NULL;"124";"Tiles_-_Ceramic";"496.64"
"3518";"673580";"Kotancheri-tamaracheri_";"500";"0.00";NULL;"126";"Tiles_-_Outdoor";"9.68"
"3518";"673580";"Kotancheri-tamaracheri_";"500";"0.00";NULL;"131";"Wooden_Flooring";"5.50"
"3518";"673580";"Kotancheri-tamaracheri_";"500";"0.00";NULL;"137";"Wall_Tiles";"121.80"
"3518";"673580";"Kotancheri-tamaracheri_";"500";"0.00";NULL;"152";"Electrical_Wires_and_Cables";"5.00"
"3518";"673580";"Kotancheri-tamaracheri_";"500";"0.00";NULL;"217";"Roofing_Tiles_and_Shingles";"1000.00"
"3518";"673580";"Kotancheri-tamaracheri_";"500";"0.00";NULL;"257";"Cladding_Tiles";"9.00"
"3518";"673580";"Kotancheri-tamaracheri_";"500";"0.00";NULL;"270";"Chandelier_Lights__Designer_Lamps_and_Fixtures";"3.00"
"3518";"673580";"Kotancheri-tamaracheri_";"500";"0.00";NULL;"281";"Doors";"2.00"
"3518";"673580";"Kotancheri-tamaracheri_";"500";"0.00";NULL;"300";"Wall_and_Roof_Paints";"1.00"
"3518";"673580";"Kotancheri-tamaracheri_";"500";"0.00";NULL;"301";"Granites_and_Marbles";"2.00"
"3518";"673580";"Kotancheri-tamaracheri_";"500";"0.00";NULL;"317";"Tata_Steel";"200.00"
"3519";"673580";"Murampathy_";"1000";"0.00";NULL;"123";"Tiles_-_Vitrified";"1043.08"
"3520";"670307";"Annur_";"1500";"500.00";NULL;;;"100.00"
"3520";"670307";"Annur_";"1500";"500.00";NULL;"115";"Cement";"500.00"
"3520";"670307";"Annur_";"1500";"500.00";NULL;"116";"Rebars_and_Binding_Wires";"3000.00"
"3521";"695584";"Andoorkonam_";"2200";"2500.00";NULL;"115";"Cement";"1000.00"
"3521";"695584";"Andoorkonam_";"2200";"2500.00";NULL;"116";"Rebars_and_Binding_Wires";"7819.00"
"3521";"695584";"Andoorkonam_";"2200";"2500.00";NULL;"117";"Sand_and_Fine_Aggregates";"3686.00"
"3521";"695584";"Andoorkonam_";"2200";"2500.00";NULL;"119";"Cement_Based_Bricks";"11145.00"
"3521";"695584";"Andoorkonam_";"2200";"2500.00";NULL;"123";"Tiles_-_Vitrified";"3250.00"
"3521";"695584";"Andoorkonam_";"2200";"2500.00";NULL;"158";"Wash_Basins_and_Pedestals";"5.00"
"3521";"695584";"Andoorkonam_";"2200";"2500.00";NULL;"159";"Faucets";"14.00"
"3521";"695584";"Andoorkonam_";"2200";"2500.00";NULL;"160";"WCs__Flushing_and_Accessories";"8.00"
"3521";"695584";"Andoorkonam_";"2200";"2500.00";NULL;"161";"Shower_and_Shower_Accessories";"8.00"
"3521";"695584";"Andoorkonam_";"2200";"2500.00";NULL;"168";"Kitchen_Sinks";"1.00"
"3521";"695584";"Andoorkonam_";"2200";"2500.00";NULL;"169";"Kitchen_Taps";"1.00"
"3521";"695584";"Andoorkonam_";"2200";"2500.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"6153.00"
"3521";"695584";"Andoorkonam_";"2200";"2500.00";NULL;"300";"Wall_and_Roof_Paints";"450.00"
"3521";"695584";"Andoorkonam_";"2200";"2500.00";NULL;"307";"Bathroom_Accessories";"9.00"
"3522";"690505";"Charumoodu_";"2800";"0.00";NULL;"131";"Wooden_Flooring";"5.00"
"3522";"690505";"Charumoodu_";"2800";"0.00";NULL;"168";"Kitchen_Sinks";"2.00"
"3523";"679337";"Kulukkallur_";"1350";"0.00";"Flooring";"131";"Wooden_Flooring";"1350.00"
"3524";"695503";"Dhanuvachapuram_";"2000";"0.00";NULL;"123";"Tiles_-_Vitrified";"20.68"
"3524";"695503";"Dhanuvachapuram_";"2000";"0.00";NULL;"158";"Wash_Basins_and_Pedestals";"1.00"
"3525";"670141";"Taliparamba_";"1200";"0.00";NULL;"131";"Wooden_Flooring";"105.00"
"3526";"695581";"Karyavattom_";"5544";"500.00";"MEP";"168";"Kitchen_Sinks";"6.00"
"3526";"695581";"Karyavattom_";"5544";"500.00";"MEP";"169";"Kitchen_Taps";"1.00"
"3526";"695581";"Karyavattom_";"5544";"500.00";"MEP";"317";"Tata_Steel";"5.00"
"3527";"688011";"Alappuzha_District_Hospital_";"630";"1200.00";"Yet_to_start";"115";"Cement";"100.00"
"3527";"688011";"Alappuzha_District_Hospital_";"630";"1200.00";"Yet_to_start";"116";"Rebars_and_Binding_Wires";"890.00"
"3527";"688011";"Alappuzha_District_Hospital_";"630";"1200.00";"Yet_to_start";"117";"Sand_and_Fine_Aggregates";"150.00"
"3527";"688011";"Alappuzha_District_Hospital_";"630";"1200.00";"Yet_to_start";"119";"Cement_Based_Bricks";"750.00"
"3527";"688011";"Alappuzha_District_Hospital_";"630";"1200.00";"Yet_to_start";"253";"Coarse_Aggregates_and_Boulders";"450.00"
"3527";"688011";"Alappuzha_District_Hospital_";"630";"1200.00";"Yet_to_start";"333";"Clay_and_Laterite_Bricks";"500.00"
"3528";"673580";"Murampathy_";"1000";"0.00";NULL;"119";"Cement_Based_Bricks";"750.00"
"3528";"673580";"Murampathy_";"1000";"0.00";NULL;"123";"Tiles_-_Vitrified";"21.54"
"3528";"673580";"Murampathy_";"1000";"0.00";NULL;"137";"Wall_Tiles";"121.80"
"3528";"673580";"Murampathy_";"1000";"0.00";NULL;"152";"Electrical_Wires_and_Cables";"1.00"
"3528";"673580";"Murampathy_";"1000";"0.00";NULL;"158";"Wash_Basins_and_Pedestals";"2.00"
"3528";"673580";"Murampathy_";"1000";"0.00";NULL;"159";"Faucets";"1.00"
"3528";"673580";"Murampathy_";"1000";"0.00";NULL;"161";"Shower_and_Shower_Accessories";"1.00"
"3528";"673580";"Murampathy_";"1000";"0.00";NULL;"256";"Pavers";"300.00"
"3528";"673580";"Murampathy_";"1000";"0.00";NULL;"270";"Chandelier_Lights__Designer_Lamps_and_Fixtures";"1.00"
"3528";"673580";"Murampathy_";"1000";"0.00";NULL;"281";"Doors";"1.00"
"3528";"673580";"Murampathy_";"1000";"0.00";NULL;"328";"Plywood";"32.00"
"3529";"695582";"Kazhakuttam_";"3200";"900.00";NULL;"158";"Wash_Basins_and_Pedestals";"2.00"
"3529";"695582";"Kazhakuttam_";"3200";"900.00";NULL;"169";"Kitchen_Taps";"1.00"
"3529";"695582";"Kazhakuttam_";"3200";"900.00";NULL;"317";"Tata_Steel";"10.00"
"3530";"695501";"Balaramapuram_";"345678";"0.00";NULL;"115";"Cement";"1.00"
"3530";"695501";"Balaramapuram_";"345678";"0.00";NULL;"228";"PVC_and_Other_Pipes";"63.00"
"3531";"673508";"Paleri_";"2950";"0.00";NULL;"115";"Cement";"50.00"
"3532";"691536";"Kadakkal_";"16000";"1125.00";"Structure";;;"1018.00"
"3532";"691536";"Kadakkal_";"16000";"1125.00";"Structure";"115";"Cement";"1370.00"
"3532";"691536";"Kadakkal_";"16000";"1125.00";"Structure";"116";"Rebars_and_Binding_Wires";"85000.00"
"3532";"691536";"Kadakkal_";"16000";"1125.00";"Structure";"117";"Sand_and_Fine_Aggregates";"4000.00"
"3532";"691536";"Kadakkal_";"16000";"1125.00";"Structure";"119";"Cement_Based_Bricks";"12000.00"
"3532";"691536";"Kadakkal_";"16000";"1125.00";"Structure";"123";"Tiles_-_Vitrified";"19000.00"
"3532";"691536";"Kadakkal_";"16000";"1125.00";"Structure";"152";"Electrical_Wires_and_Cables";"15.00"
"3532";"691536";"Kadakkal_";"16000";"1125.00";"Structure";"153";"Electrical_Switches__Sockets_and_Plugs";"30.00"
"3532";"691536";"Kadakkal_";"16000";"1125.00";"Structure";"160";"WCs__Flushing_and_Accessories";"18.00"
"3532";"691536";"Kadakkal_";"16000";"1125.00";"Structure";"162";"Urinals_and_Bidets";"54.00"
"3532";"691536";"Kadakkal_";"16000";"1125.00";"Structure";"228";"PVC_and_Other_Pipes";"5.00"
"3532";"691536";"Kadakkal_";"16000";"1125.00";"Structure";"253";"Coarse_Aggregates_and_Boulders";"600.00"
"3533";"682030";"Kakkanad_";"1";"0.00";NULL;"123";"Tiles_-_Vitrified";"325.92"
"3533";"682030";"Kakkanad_";"1";"0.00";NULL;"124";"Tiles_-_Ceramic";"108.64"
"3534";"682030";"Kakkanad_West_";"2000";"0.00";"Finishing";"123";"Tiles_-_Vitrified";"1000.00"
"3534";"682030";"Kakkanad_West_";"2000";"0.00";"Finishing";"135";"White_Cements_and_Putty";"1.00"
"3534";"682030";"Kakkanad_West_";"2000";"0.00";"Finishing";"217";"Roofing_Tiles_and_Shingles";"283.00"
"3534";"682030";"Kakkanad_West_";"2000";"0.00";"Finishing";"300";"Wall_and_Roof_Paints";"22.00"
"3534";"682030";"Kakkanad_West_";"2000";"0.00";"Finishing";"314";"Wooden_and_Metallic_Paints";"7.00"
"3535";"670142";"Kurumathur_";"2000";"300.00";"Plastering";"115";"Cement";"120.00"
"3535";"670142";"Kurumathur_";"2000";"300.00";"Plastering";"123";"Tiles_-_Vitrified";"1500.00"
"3535";"670142";"Kurumathur_";"2000";"300.00";"Plastering";"152";"Electrical_Wires_and_Cables";"31.00"
"3535";"670142";"Kurumathur_";"2000";"300.00";"Plastering";"153";"Electrical_Switches__Sockets_and_Plugs";"107.00"
"3535";"670142";"Kurumathur_";"2000";"300.00";"Plastering";"158";"Wash_Basins_and_Pedestals";"1.00"
"3535";"670142";"Kurumathur_";"2000";"300.00";"Plastering";"159";"Faucets";"4.00"
"3535";"670142";"Kurumathur_";"2000";"300.00";"Plastering";"160";"WCs__Flushing_and_Accessories";"2.00"
"3535";"670142";"Kurumathur_";"2000";"300.00";"Plastering";"161";"Shower_and_Shower_Accessories";"2.00"
"3535";"670142";"Kurumathur_";"2000";"300.00";"Plastering";"162";"Urinals_and_Bidets";"1.00"
"3535";"670142";"Kurumathur_";"2000";"300.00";"Plastering";"168";"Kitchen_Sinks";"1.00"
"3535";"670142";"Kurumathur_";"2000";"300.00";"Plastering";"169";"Kitchen_Taps";"1.00"
"3535";"670142";"Kurumathur_";"2000";"300.00";"Plastering";"260";"Faucet_and_Shower_Trims";"2.00"
"3535";"670142";"Kurumathur_";"2000";"300.00";"Plastering";"262";"Electrical_Conduits";"300.00"
"3535";"670142";"Kurumathur_";"2000";"300.00";"Plastering";"300";"Wall_and_Roof_Paints";"340.00"
"3535";"670142";"Kurumathur_";"2000";"300.00";"Plastering";"309";"MCBs_and_Other_Protection_Devices";"20.00"
"3537";"673522";"Payyoli_";"2467";"851.00";"Structure";NULL;"Electrical_Consumables";"21.00"
"3537";"673522";"Payyoli_";"2467";"851.00";"Structure";"116";"Rebars_and_Binding_Wires";"1062.95"
"3537";"673522";"Payyoli_";"2467";"851.00";"Structure";"117";"Sand_and_Fine_Aggregates";"3797.00"
"3537";"673522";"Payyoli_";"2467";"851.00";"Structure";"119";"Cement_Based_Bricks";"3400.00"
"3537";"673522";"Payyoli_";"2467";"851.00";"Structure";"123";"Tiles_-_Vitrified";"1017.00"
"3537";"673522";"Payyoli_";"2467";"851.00";"Structure";"153";"Electrical_Switches__Sockets_and_Plugs";"75.00"
"3537";"673522";"Payyoli_";"2467";"851.00";"Structure";"158";"Wash_Basins_and_Pedestals";"5.00"
"3537";"673522";"Payyoli_";"2467";"851.00";"Structure";"159";"Faucets";"9.00"
"3537";"673522";"Payyoli_";"2467";"851.00";"Structure";"160";"WCs__Flushing_and_Accessories";"8.00"
"3537";"673522";"Payyoli_";"2467";"851.00";"Structure";"161";"Shower_and_Shower_Accessories";"4.00"
"3537";"673522";"Payyoli_";"2467";"851.00";"Structure";"234";"Water_Tanks_and_Storage";"1.00"
"3537";"673522";"Payyoli_";"2467";"851.00";"Structure";"236";"Pumps";"1.00"
"3537";"673522";"Payyoli_";"2467";"851.00";"Structure";"253";"Coarse_Aggregates_and_Boulders";"3430.00"
"3537";"673522";"Payyoli_";"2467";"851.00";"Structure";"258";"Cover_Plates_and_Mounting_Frames";"32.00"
"3537";"673522";"Payyoli_";"2467";"851.00";"Structure";"259";"Boxes";"32.00"
"3537";"673522";"Payyoli_";"2467";"851.00";"Structure";"262";"Electrical_Conduits";"195.00"
"3537";"673522";"Payyoli_";"2467";"851.00";"Structure";"273";"Electrical_Conduit_Fittings";"62.00"
"3537";"673522";"Payyoli_";"2467";"851.00";"Structure";"300";"Wall_and_Roof_Paints";"70.00"
"3537";"673522";"Payyoli_";"2467";"851.00";"Structure";"301";"Granites_and_Marbles";"1450.00"
"3537";"673522";"Payyoli_";"2467";"851.00";"Structure";"309";"MCBs_and_Other_Protection_Devices";"10.00"
"3537";"673522";"Payyoli_";"2467";"851.00";"Structure";"311";"Common_Consumables";"75.00"
"3537";"673522";"Payyoli_";"2467";"851.00";"Structure";"332";"Iron_and_Steel_Sections_(kg)";"4387.52"
"3537";"673522";"Payyoli_";"2467";"851.00";"Structure";"333";"Clay_and_Laterite_Bricks";"500.00"
"3538";"686672";"Pandappily_";"2200";"2250.00";NULL;"115";"Cement";"700.00"
"3538";"686672";"Pandappily_";"2200";"2250.00";NULL;"116";"Rebars_and_Binding_Wires";"5000.00"
"3538";"686672";"Pandappily_";"2200";"2250.00";NULL;"123";"Tiles_-_Vitrified";"1100.00"
"3538";"686672";"Pandappily_";"2200";"2250.00";NULL;"124";"Tiles_-_Ceramic";"200.00"
"3538";"686672";"Pandappily_";"2200";"2250.00";NULL;"131";"Wooden_Flooring";"600.00"
"3538";"686672";"Pandappily_";"2200";"2250.00";NULL;"152";"Electrical_Wires_and_Cables";"70.00"
"3538";"686672";"Pandappily_";"2200";"2250.00";NULL;"153";"Electrical_Switches__Sockets_and_Plugs";"117.00"
"3538";"686672";"Pandappily_";"2200";"2250.00";NULL;"154";"Switchgear";"25.00"
"3538";"686672";"Pandappily_";"2200";"2250.00";NULL;"249";"Lamps_";"9.00"
"3538";"686672";"Pandappily_";"2200";"2250.00";NULL;"252";"Fans";"11.00"
"3538";"686672";"Pandappily_";"2200";"2250.00";NULL;"259";"Boxes";"35.00"
"3538";"686672";"Pandappily_";"2200";"2250.00";NULL;"262";"Electrical_Conduits";"600.00"
"3538";"686672";"Pandappily_";"2200";"2250.00";NULL;"273";"Electrical_Conduit_Fittings";"150.00"
"3538";"686672";"Pandappily_";"2200";"2250.00";NULL;"310";"Distribution_Boards_and_Enclosures";"8.00"
"3539";"673003";"Kallai-kozhikode_";"1837";"465.00";"Yet_to_start";"115";"Cement";"250.00"
"3539";"673003";"Kallai-kozhikode_";"1837";"465.00";"Yet_to_start";"116";"Rebars_and_Binding_Wires";"7348.00"
"3539";"673003";"Kallai-kozhikode_";"1837";"465.00";"Yet_to_start";"117";"Sand_and_Fine_Aggregates";"2940.00"
"3539";"673003";"Kallai-kozhikode_";"1837";"465.00";"Yet_to_start";"253";"Coarse_Aggregates_and_Boulders";"2388.00"
"3539";"673003";"Kallai-kozhikode_";"1837";"465.00";"Yet_to_start";"333";"Clay_and_Laterite_Bricks";"2500.00"
"3540";"673001";"Parappil_";"3200";"480.00";"Yet_to_start";"115";"Cement";"1280.00"
"3540";"673001";"Parappil_";"3200";"480.00";"Yet_to_start";"116";"Rebars_and_Binding_Wires";"12800.00"
"3540";"673001";"Parappil_";"3200";"480.00";"Yet_to_start";"117";"Sand_and_Fine_Aggregates";"5120.00"
"3540";"673001";"Parappil_";"3200";"480.00";"Yet_to_start";"119";"Cement_Based_Bricks";"4500.00"
