"eid";"pincode";"location";"area";"target_cost_per_sqft";"stage";"subcat_id";"subcat_name";"SUM(ed.qty)"
"2208";"695013";"Nettayam___";"1800";"0.00";NULL;"115";"Cement";"5000.00"
"2208";"695013";"Nettayam___";"1800";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"40000.00"
"2208";"695013";"Nettayam___";"1800";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"30000.00"
"2208";"695013";"Nettayam___";"1800";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"50000.00"
"2209";"695582";"Kazhakuttam_";"10000";"0.00";NULL;"115";"Cement";"800.00"
"2209";"695582";"Kazhakuttam_";"10000";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"5000.00"
"2209";"695582";"Kazhakuttam_";"10000";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"3000.00"
"2209";"695582";"Kazhakuttam_";"10000";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"5000.00"
"2210";"695008";"Valiathura_";"2400";"0.00";NULL;"115";"Cement";"2000.00"
"2210";"695008";"Valiathura_";"2400";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"10000.00"
"2210";"695008";"Valiathura_";"2400";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"4500.00"
"2210";"695008";"Valiathura_";"2400";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"3500.00"
"2211";"695010";"TVM__R.K_Mission_";"2200";"0.00";NULL;"115";"Cement";"400.00"
"2211";"695010";"TVM__R.K_Mission_";"2200";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"5000.00"
"2211";"695010";"TVM__R.K_Mission_";"2200";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"3000.00"
"2211";"695010";"TVM__R.K_Mission_";"2200";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"5000.00"
"2212";"691001";"Kollam_";"12000";"0.00";NULL;"115";"Cement";"20000.00"
"2212";"691001";"Kollam_";"12000";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"20000.00"
"2212";"691001";"Kollam_";"12000";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"15000.00"
"2212";"691001";"Kollam_";"12000";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"25000.00"
"2213";"695582";"Kazhakuttam_";"34567";"0.00";NULL;"115";"Cement";"0.00"
"2213";"695582";"Kazhakuttam_";"34567";"0.00";NULL;"123";"Tiles_-_Vitrified";"0.00"
"2213";"695582";"Kazhakuttam_";"34567";"0.00";NULL;"159";"Faucets";"1.00"
"2214";"680507";"Maruthayur_";"2000";"0.00";NULL;;;"31.00"
"2214";"680507";"Maruthayur_";"2000";"0.00";NULL;"115";"Cement";"1000.00"
"2214";"680507";"Maruthayur_";"2000";"0.00";NULL;"228";"PVC_and_Other_Pipes";"24.00"
"2214";"680507";"Maruthayur_";"2000";"0.00";NULL;"234";"Water_Tanks_and_Storage";"1.00"
"2215";"682020";"Kadavanthara_";"2000";"0.00";NULL;"158";"Wash_Basins_and_Pedestals";"0.00"
"2215";"682020";"Kadavanthara_";"2000";"0.00";NULL;"268";"Pipe_Fittings";"600.00"
"2216";"682020";"Kadavanthara_";"2000";"0.00";NULL;"152";"Electrical_Wires_and_cables";"5.00"
"2216";"682020";"Kadavanthara_";"2000";"0.00";NULL;"153";"Electrical_Switches__Sockets_and_Plugs";"6.00"
"2216";"682020";"Kadavanthara_";"2000";"0.00";NULL;"159";"Faucets";"0.00"
"2216";"682020";"Kadavanthara_";"2000";"0.00";NULL;"258";"Cover_Plates_and_Mounting_Frames";"27.00"
"2217";"682020";"Kadavanthara_";"2000";"0.00";NULL;"153";"Electrical_Switches__Sockets_and_Plugs";"3.00"
"2217";"682020";"Kadavanthara_";"2000";"0.00";NULL;"228";"PVC_and_Other_Pipes";"1.00"
"2218";"673017";"Chevayur_";"200000";"0.00";NULL;"115";"Cement";"8000.00"
"2218";"673017";"Chevayur_";"200000";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"800000.00"
"2218";"673017";"Chevayur_";"200000";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"720000.00"
"2218";"673017";"Chevayur_";"200000";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"270000.00"
"2221";"673001";"Calicut_";"5000";"0.00";NULL;"115";"Cement";"1000.00"
"2221";"673001";"Calicut_";"5000";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"1000.00"
"2222";"673001";"Calicut_";"20000";"0.00";NULL;;;"600.00"
"2222";"673001";"Calicut_";"20000";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"72000.00"
"2222";"673001";"Calicut_";"20000";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"27000.00"
"2223";"673612";"Vattoli_Bazar_";"2000";"1500.00";NULL;"123";"Tiles_-_Vitrified";"1500.00"
"2223";"673612";"Vattoli_Bazar_";"2000";"1500.00";NULL;"158";"Wash_Basins_and_Pedestals";"10.00"
"2223";"673612";"Vattoli_Bazar_";"2000";"1500.00";NULL;"164";"Basin_and_Bathroom_Cabinets";"5.00"
"2224";"673612";"Kokkallur_";"2500";"1560.00";NULL;"123";"Tiles_-_Vitrified";"1900.00"
"2224";"673612";"Kokkallur_";"2500";"1560.00";NULL;"159";"Faucets";"20.00"
"2225";"673614";"Avitanallur_";"2600";"1600.00";NULL;"124";"Tiles_-_Ceramic";"2000.00"
"2225";"673614";"Avitanallur_";"2600";"1600.00";NULL;"158";"Wash_Basins_and_Pedestals";"10.00"
"2226";"673524";"Meppayur_";"2500";"1500.00";NULL;"152";"Electrical_Wires_and_Cables";"50.00"
"2226";"673524";"Meppayur_";"2500";"1500.00";NULL;"259";"Boxes";"20.00"
"2227";"682040";"Nettoor_";"6000";"0.00";NULL;"123";"Tiles_-_Vitrified";"6000.00"
"2227";"682040";"Nettoor_";"6000";"0.00";NULL;"153";"Electrical_Switches__Sockets_and_Plugs";"274.00"
"2227";"682040";"Nettoor_";"6000";"0.00";NULL;"154";"Switchgear";"3.00"
"2227";"682040";"Nettoor_";"6000";"0.00";NULL;"158";"Wash_Basins_and_Pedestals";"0.00"
"2227";"682040";"Nettoor_";"6000";"0.00";NULL;"159";"Faucets";"0.00"
"2227";"682040";"Nettoor_";"6000";"0.00";NULL;"184";"Partitions_-_Aluminium";"1890.00"
"2227";"682040";"Nettoor_";"6000";"0.00";NULL;"258";"Cover_Plates_and_Mounting_Frames";"400.00"
"2227";"682040";"Nettoor_";"6000";"0.00";NULL;"311";"Common_Consumables";"5.00"
"2230";"673017";"Chevarambalam_";"1500";"1170.00";"Structure";"115";"Cement";"300.00"
"2230";"673017";"Chevarambalam_";"1500";"1170.00";"Structure";"117";"Sand_and_Fine_Aggregates";"500.00"
"2230";"673017";"Chevarambalam_";"1500";"1170.00";"Structure";"152";"Electrical_Wires_and_Cables";"25.00"
"2230";"673017";"Chevarambalam_";"1500";"1170.00";"Structure";"153";"Electrical_Switches__Sockets_and_Plugs";"26.00"
"2230";"673017";"Chevarambalam_";"1500";"1170.00";"Structure";"158";"Wash_Basins_and_Pedestals";"3.00"
"2230";"673017";"Chevarambalam_";"1500";"1170.00";"Structure";"159";"Faucets";"4.00"
"2230";"673017";"Chevarambalam_";"1500";"1170.00";"Structure";"160";"WCs__Flushing_and_Accessories";"2.00"
"2230";"673017";"Chevarambalam_";"1500";"1170.00";"Structure";"161";"Shower_and_Shower_Accessories";"2.00"
"2230";"673017";"Chevarambalam_";"1500";"1170.00";"Structure";"166";"Other_Bathroom_Fittings";"5.00"
"2230";"673017";"Chevarambalam_";"1500";"1170.00";"Structure";"168";"Kitchen_Sinks";"1.00"
"2230";"673017";"Chevarambalam_";"1500";"1170.00";"Structure";"169";"Kitchen_Taps";"1.00"
"2230";"673017";"Chevarambalam_";"1500";"1170.00";"Structure";"228";"PVC_and_Other_Pipes";"220.00"
"2230";"673017";"Chevarambalam_";"1500";"1170.00";"Structure";"234";"Water_Tanks_and_Storage";"1.00"
"2230";"673017";"Chevarambalam_";"1500";"1170.00";"Structure";"249";"Lamps_";"9.00"
"2230";"673017";"Chevarambalam_";"1500";"1170.00";"Structure";"252";"Fans";"8.00"
"2230";"673017";"Chevarambalam_";"1500";"1170.00";"Structure";"260";"Faucet_and_Shower_Trims";"2.00"
"2230";"673017";"Chevarambalam_";"1500";"1170.00";"Structure";"268";"Pipe_Fittings";"120.00"
"2230";"673017";"Chevarambalam_";"1500";"1170.00";"Structure";"270";"Chandelier_Lights__Designer_Lamps_and_Fixtures";"5.00"
"2230";"673017";"Chevarambalam_";"1500";"1170.00";"Structure";"309";"MCBs_and_Other_Protection_Devices";"17.00"
"2230";"673017";"Chevarambalam_";"1500";"1170.00";"Structure";"310";"Distribution_Boards_and_Enclosures";"1.00"
"2232";"673017";"Chevayur_";"1400";"0.00";NULL;"115";"Cement";"50.00"
"2246";"673525";"Perampra_";"2000";"1570.00";NULL;"228";"PVC_and_Other_Pipes";"2000.00"
"2247";"673005";"East_Hill_";"1500";"1020.00";"Yet_to_start";"115";"Cement";"600.00"
"2247";"673005";"East_Hill_";"1500";"1020.00";"Yet_to_start";"116";"Rebars_and_Binding_Wires";"6000.00"
"2247";"673005";"East_Hill_";"1500";"1020.00";"Yet_to_start";"117";"Sand_and_Fine_Aggregates";"1500.00"
"2247";"673005";"East_Hill_";"1500";"1020.00";"Yet_to_start";"119";"Bricks";"1950.00"
"2247";"673005";"East_Hill_";"1500";"1020.00";"Yet_to_start";"152";"Electrical_Wires_and_Cables";"30.00"
"2247";"673005";"East_Hill_";"1500";"1020.00";"Yet_to_start";"153";"Electrical_Switches__Sockets_and_Plugs";"29.00"
"2247";"673005";"East_Hill_";"1500";"1020.00";"Yet_to_start";"158";"Wash_Basins_and_Pedestals";"4.00"
"2247";"673005";"East_Hill_";"1500";"1020.00";"Yet_to_start";"159";"Faucets";"6.00"
"2247";"673005";"East_Hill_";"1500";"1020.00";"Yet_to_start";"160";"WCs__Flushing_and_Accessories";"3.00"
"2247";"673005";"East_Hill_";"1500";"1020.00";"Yet_to_start";"161";"Shower_and_Shower_Accessories";"3.00"
"2247";"673005";"East_Hill_";"1500";"1020.00";"Yet_to_start";"228";"PVC_and_Other_Pipes";"220.00"
"2247";"673005";"East_Hill_";"1500";"1020.00";"Yet_to_start";"234";"Water_Tanks_and_Storage";"1.00"
"2247";"673005";"East_Hill_";"1500";"1020.00";"Yet_to_start";"249";"Lamps_";"8.00"
"2247";"673005";"East_Hill_";"1500";"1020.00";"Yet_to_start";"252";"Fans";"7.00"
"2247";"673005";"East_Hill_";"1500";"1020.00";"Yet_to_start";"253";"Coarse_Aggregates_and_Boulders";"3025.00"
"2247";"673005";"East_Hill_";"1500";"1020.00";"Yet_to_start";"260";"Faucet_and_Shower_Trims";"3.00"
"2247";"673005";"East_Hill_";"1500";"1020.00";"Yet_to_start";"268";"Pipe_Fittings";"150.00"
"2247";"673005";"East_Hill_";"1500";"1020.00";"Yet_to_start";"270";"Chandelier_Lights__Designer_Lamps_and_Fixtures";"6.00"
"2247";"673005";"East_Hill_";"1500";"1020.00";"Yet_to_start";"307";"Bathroom_Accessories";"6.00"
"2247";"673005";"East_Hill_";"1500";"1020.00";"Yet_to_start";"309";"MCBs_and_Other_Protection_Devices";"14.00"
"2251";"673001";"Calicut_";"2300";"1600.00";NULL;"228";"PVC_and_Other_Pipes";"450.00"
"2252";"673001";"Parappil_";"2300";"1400.00";NULL;"268";"Pipe_Fittings";"1200.00"
"2253";"673614";"Karuvannur_";"2300";"1500.00";NULL;"123";"Tiles_-_Vitrified";"1300.00"
"2254";"673612";"Eramangalam_";"2300";"950.00";NULL;"123";"Tiles_-_Vitrified";"2000.00"
"2255";"673620";"Ulliyeri_";"2400";"1000.00";NULL;"152";"Electrical_Wires_and_Cables";"400.00"
"2255";"673620";"Ulliyeri_";"2400";"1000.00";NULL;"153";"Electrical_Switches__Sockets_and_Plugs";"20.00"
"2256";"673008";"Calicut_Medical_College_";"2400";"1400.00";NULL;"115";"Cement";"400.00"
"2256";"673008";"Calicut_Medical_College_";"2400";"1400.00";NULL;"117";"Sand_and_Fine_Aggregates";"1000.00"
"2256";"673008";"Calicut_Medical_College_";"2400";"1400.00";NULL;"119";"Bricks";"1000.00"
"2256";"673008";"Calicut_Medical_College_";"2400";"1400.00";NULL;"317";"Tata_Steel";"2000.00"
"2257";"673305";"Koyilandi_";"1700";"1200.00";NULL;"115";"Cement";"700.00"
"2257";"673305";"Koyilandi_";"1700";"1200.00";NULL;"317";"Tata_Steel";"3000.00"
"2258";"670001";"Kannur_";"80000";"0.00";NULL;"158";"Wash_Basins_and_Pedestals";"60.00"
"2259";"673017";"Chevarambalam_";"40000";"0.00";NULL;"140";"Wallpapers";"5000.00"
"2259";"673017";"Chevarambalam_";"40000";"0.00";NULL;"168";"Kitchen_Sinks";"20.00"
"2259";"673017";"Chevarambalam_";"40000";"0.00";NULL;"169";"Kitchen_Taps";"60.00"
"2259";"673017";"Chevarambalam_";"40000";"0.00";NULL;"300";"Wall_and_Roof_Paints";"100.00"
"2260";"673001";"Calicut_";"35000";"0.00";NULL;"115";"Cement";"2000.00"
"2260";"673001";"Calicut_";"35000";"0.00";NULL;"119";"Bricks";"50000.00"
"2260";"673001";"Calicut_";"35000";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"1000.00"
"2260";"673001";"Calicut_";"35000";"0.00";NULL;"317";"Tata_Steel";"8000.00"
"2261";"673123";"Chundale_";"35000";"0.00";NULL;"159";"Faucets";"40.00"
"2261";"673123";"Chundale_";"35000";"0.00";NULL;"249";"Lamps_";"200.00"
"2261";"673123";"Chundale_";"35000";"0.00";NULL;"263";"Chimney";"20.00"
"2261";"673123";"Chundale_";"35000";"0.00";NULL;"300";"Wall_and_Roof_Paints";"1000.00"
"2262";"682030";"Kakkanad_";"3370";"1000.00";"Structure";NULL;"Miscellaneous";"12.00"
"2262";"682030";"Kakkanad_";"3370";"1000.00";"Structure";"115";"Cement";"1200.00"
"2262";"682030";"Kakkanad_";"3370";"1000.00";"Structure";"116";"Rebars_and_Binding_Wires";"12670.00"
"2262";"682030";"Kakkanad_";"3370";"1000.00";"Structure";"117";"Sand_and_Fine_Aggregates";"3700.00"
"2262";"682030";"Kakkanad_";"3370";"1000.00";"Structure";"119";"Cement_Based_Bricks";"33000.00"
"2262";"682030";"Kakkanad_";"3370";"1000.00";"Structure";"123";"Tiles_-_Vitrified";"4200.00"
"2262";"682030";"Kakkanad_";"3370";"1000.00";"Structure";"253";"Coarse_Aggregates_and_Boulders";"4500.00"
"2262";"682030";"Kakkanad_";"3370";"1000.00";"Structure";"300";"Wall_and_Roof_Paints";"1100.00"
"2263";"671532";"Panathur_";NULL;"0.00";NULL;"115";"Cement";"500.00"
"2264";"671532";"Panathur_";NULL;"0.00";NULL;"115";"Cement";"500.00"
"2266";"673314";"Vallikkunnu_";"1500";"0.00";NULL;"115";"Cement";"200.00"
"2266";"673314";"Vallikkunnu_";"1500";"0.00";NULL;"228";"PVC_and_Other_Pipes";"25.00"
"2272";"680507";"Maruthayur_";"2000";"0.00";NULL;"152";"Electrical_Wires_and_Cables";"51.00"
"2272";"680507";"Maruthayur_";"2000";"0.00";NULL;"153";"Electrical_Switches__Sockets_and_Plugs";"3.00"
"2273";"680602";"Alur_Mattom_";"2000";"0.00";NULL;"115";"Cement";"800.00"
"2273";"680602";"Alur_Mattom_";"2000";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"8000.00"
"2273";"680602";"Alur_Mattom_";"2000";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"2000.00"
"2273";"680602";"Alur_Mattom_";"2000";"0.00";NULL;"152";"Electrical_Wires_and_Cables";"2.00"
"2274";"673314";"Vallikkunnu_North_";"1500";"0.00";NULL;;;"48.00"
"2274";"673314";"Vallikkunnu_North_";"1500";"0.00";NULL;"115";"Cement";"1700.00"
"2274";"673314";"Vallikkunnu_North_";"1500";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"16000.00"
"2274";"673314";"Vallikkunnu_North_";"1500";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"6400.00"
"2274";"673314";"Vallikkunnu_North_";"1500";"0.00";NULL;"119";"Bricks";"0.00"
"2274";"673314";"Vallikkunnu_North_";"1500";"0.00";NULL;"152";"Electrical_Wires_and_Cables";"4.00"
"2274";"673314";"Vallikkunnu_North_";"1500";"0.00";NULL;"153";"Electrical_Switches__Sockets_and_Plugs";"493.00"
"2274";"673314";"Vallikkunnu_North_";"1500";"0.00";NULL;"228";"PVC_and_Other_Pipes";"118.00"
"2274";"673314";"Vallikkunnu_North_";"1500";"0.00";NULL;"229";"Valves";"1.00"
"2274";"673314";"Vallikkunnu_North_";"1500";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"5400.00"
"2274";"673314";"Vallikkunnu_North_";"1500";"0.00";NULL;"258";"Cover_Plates_and_Mounting_Frames";"129.00"
"2274";"673314";"Vallikkunnu_North_";"1500";"0.00";NULL;"260";"Faucet_and_Shower_Trims";"1.00"
"2274";"673314";"Vallikkunnu_North_";"1500";"0.00";NULL;"268";"Pipe_Fittings";"48.00"
"2274";"673314";"Vallikkunnu_North_";"1500";"0.00";NULL;"300";"Wall_and_Roof_Paints";"0.00"
"2279";"670562";"Kalliasseri_";"1300";"0.00";NULL;"124";"Tiles_-_Ceramic";"1400.00"
"2279";"670562";"Kalliasseri_";"1300";"0.00";NULL;"137";"Wall_Tiles";"250.00"
"2279";"670562";"Kalliasseri_";"1300";"0.00";NULL;"158";"Wash_Basins_and_Pedestals";"2.00"
"2279";"670562";"Kalliasseri_";"1300";"0.00";NULL;"159";"Faucets";"4.00"
"2279";"670562";"Kalliasseri_";"1300";"0.00";NULL;"160";"WCs__Flushing_and_Accessories";"3.00"
"2279";"670562";"Kalliasseri_";"1300";"0.00";NULL;"168";"Kitchen_Sinks";"1.00"
"2279";"670562";"Kalliasseri_";"1300";"0.00";NULL;"169";"Kitchen_Taps";"1.00"
"2279";"670562";"Kalliasseri_";"1300";"0.00";NULL;"234";"Water_Tanks_and_Storage";"1.00"
"2279";"670562";"Kalliasseri_";"1300";"0.00";NULL;"252";"Fans";"6.00"
"2279";"670562";"Kalliasseri_";"1300";"0.00";NULL;"263";"Chimney";"0.00"
"2279";"670562";"Kalliasseri_";"1300";"0.00";NULL;"270";"Chandelier_Lights__Designer_Lamps_and_Fixtures";"0.00"
"2281";"673639";"Areacode_";"1500";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"6015.00"
"2281";"673639";"Areacode_";"1500";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"2400.00"
"2281";"673639";"Areacode_";"1500";"0.00";NULL;"119";"Bricks";"3000.00"
"2281";"673639";"Areacode_";"1500";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"2025.00"
"2282";"673571";"Chelavur_";"20000";"1000.00";NULL;NULL;"Rebars_and_Binding_Wires";"11493.00"
"2282";"673571";"Chelavur_";"20000";"1000.00";NULL;"115";"Cement";"7500.00"
"2282";"673571";"Chelavur_";"20000";"1000.00";NULL;"116";"Rebars_and_Binding_Wires";"10000.00"
"2282";"673571";"Chelavur_";"20000";"1000.00";NULL;"228";"PVC_and_Other_Pipes";"1810.00"
"2282";"673571";"Chelavur_";"20000";"1000.00";NULL;"259";"Boxes";"480.00"
"2282";"673571";"Chelavur_";"20000";"1000.00";NULL;"262";"Electrical_Conduits";"350.00"
"2282";"673571";"Chelavur_";"20000";"1000.00";NULL;"268";"Pipe_Fittings";"4149.00"
"2282";"673571";"Chelavur_";"20000";"1000.00";NULL;"273";"Electrical_Conduit_Fittings";"500.00"
"2282";"673571";"Chelavur_";"20000";"1000.00";NULL;"305";"Plumbing_Valves_and_Accessories";"80.00"
"2282";"673571";"Chelavur_";"20000";"1000.00";NULL;"309";"MCBs_and_Other_Protection_Devices";"58.00"
"2282";"673571";"Chelavur_";"20000";"1000.00";NULL;"310";"Distribution_Boards_and_Enclosures";"10.00"
"2282";"673571";"Chelavur_";"20000";"1000.00";NULL;"311";"Common_Consumables";"51.00"
"2282";"673571";"Chelavur_";"20000";"1000.00";NULL;"312";"Electrical_Consumables";"84.10"
"2282";"673571";"Chelavur_";"20000";"1000.00";NULL;"323";"Plumbing_Consumables";"351.00"
"2284";"695005";"Ambalamukku_";"26000";"0.00";NULL;"115";"Cement";"1000.00"
"2284";"695005";"Ambalamukku_";"26000";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"10000.00"
"2284";"695005";"Ambalamukku_";"26000";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"3500.00"
"2284";"695005";"Ambalamukku_";"26000";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"3500.00"
"2285";"695017";"Sreekaryam_";"2200";"0.00";NULL;"115";"Cement";"1000.00"
"2285";"695017";"Sreekaryam_";"2200";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"10000.00"
"2285";"695017";"Sreekaryam_";"2200";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"4510.00"
"2285";"695017";"Sreekaryam_";"2200";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"3300.00"
"2286";"695013";"Nettayam___";"1800";"0.00";NULL;"115";"Cement";"750.00"
"2286";"695013";"Nettayam___";"1800";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"7200.00"
"2286";"695013";"Nettayam___";"1800";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"3200.00"
"2286";"695013";"Nettayam___";"1800";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"2400.00"
"2287";"695033";"PMG_Jn_";"2200";"0.00";NULL;"115";"Cement";"1000.00"
"2287";"695033";"PMG_Jn_";"2200";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"8800.00"
"2287";"695033";"PMG_Jn_";"2200";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"3960.00"
"2287";"695033";"PMG_Jn_";"2200";"0.00";NULL;"119";"Cement_Based_Bricks";"10000.00"
"2287";"695033";"PMG_Jn_";"2200";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"3000.00"
"2288";"695583";"Karimanal_";"1800";"0.00";NULL;"115";"Cement";"1000.00"
"2288";"695583";"Karimanal_";"1800";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"7200.00"
"2288";"695583";"Karimanal_";"1800";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"3000.00"
"2288";"695583";"Karimanal_";"1800";"0.00";NULL;"234";"Water_Tanks_and_Storage";"5.00"
"2288";"695583";"Karimanal_";"1800";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"3400.00"
"2288";"695583";"Karimanal_";"1800";"0.00";NULL;"307";"Bathroom_Accessories";"342.00"
"2288";"695583";"Karimanal_";"1800";"0.00";NULL;"319";"Lamps__Strips__Bulbs_and_Accessories";"75.00"
"2288";"695583";"Karimanal_";"1800";"0.00";NULL;"320";"Tubes_and_Frames";"120.00"
"2289";"695015";"Mannanathala_";"2200";"0.00";NULL;"115";"Cement";"1000.00"
"2289";"695015";"Mannanathala_";"2200";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"20000.00"
"2289";"695015";"Mannanathala_";"2200";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"3950.00"
"2289";"695015";"Mannanathala_";"2200";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"2970.00"
"2290";"695014";"Thycaud_";"2000";"0.00";NULL;"115";"Cement";"800.00"
"2290";"695014";"Thycaud_";"2000";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"8000.00"
"2290";"695014";"Thycaud_";"2000";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"3960.00"
"2290";"695014";"Thycaud_";"2000";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"3000.00"
"2291";"695004";"Pattom_Palace_";"2200";"0.00";NULL;"115";"Cement";"400.00"
"2291";"695004";"Pattom_Palace_";"2200";"0.00";NULL;"116";"Rebars_and_Binding_Wires";"4000.00"
"2291";"695004";"Pattom_Palace_";"2200";"0.00";NULL;"117";"Sand_and_Fine_Aggregates";"6000.00"
"2291";"695004";"Pattom_Palace_";"2200";"0.00";NULL;"152";"Electrical_Wires_and_Cables";"100.00"
"2291";"695004";"Pattom_Palace_";"2200";"0.00";NULL;"228";"PVC_and_Other_Pipes";"220.00"
"2291";"695004";"Pattom_Palace_";"2200";"0.00";NULL;"253";"Coarse_Aggregates_and_Boulders";"6000.00"
"2291";"695004";"Pattom_Palace_";"2200";"0.00";NULL;"268";"Pipe_Fittings";"297.00"
"2291";"695004";"Pattom_Palace_";"2200";"0.00";NULL;"305";"Plumbing_Valves_and_Accessories";"7.00"
"2291";"695004";"Pattom_Palace_";"2200";"0.00";NULL;"311";"Common_Consumables";"11.00"
"2291";"695004";"Pattom_Palace_";"2200";"0.00";NULL;"323";"Plumbing_Consumables";"9.00"
"2292";"679554";"Kudallur_";"1200";"10.00";NULL;NULL;"Electrical_Wires_and_Cables";"6.00"
"2292";"679554";"Kudallur_";"1200";"10.00";NULL;"309";"MCBs_and_Other_Protection_Devices";"13.00"
"2292";"679554";"Kudallur_";"1200";"10.00";NULL;"312";"Electrical_Consumables";"1.00"
"2293";"686633";"Kuravilangadu_";"500";"0.00";NULL;"256";"Pavers";"0.00"
"2294";"695582";"Kazhakuttam_";"5000";"0.00";NULL;"328";"Plywoods";"19200.00"
